,hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
6107,Universidad en Madrid,1019.0,7.8,195.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment VI
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
6108,Room Mate Macarena – Gran Vía,1524.0,8.9,6079.0,3.0,stars,"Madrid City Center, Madrid","Standard Double or Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
6109,Hostal Flat55Madrid,815.0,8.0,833.0,,,"Madrid City Center, Madrid","Double Room with Shared Bathroom
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site"
6110,Dobo Homes - RM21,1389.0,7.7,3.0,4.0,squares,"Retiro, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 82m²
1 queen bed
Free cancellation
Only 1 left at this price on our site"
6111,Cozy studio with pool-Salamanca,936.0,6.5,9.0,3.0,squares,"Salamanca, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
1 full bed
Free cancellation"
6112,Cool Apartments by Olala Homes,1133.0,8.5,488.0,3.0,squares,"Puente de Vallecas, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 44m²
2 beds (1 full, 1 sofa bed)
Only 2 left at this price on our site"
6113,La casita de Valvanera,763.0,7.7,62.0,3.0,squares,"Carabanchel, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
6114,Pullman Madrid Airport & Feria,1228.0,8.2,2224.0,4.0,stars,"Barajas, Madrid","Superior Double Room
1 queen bed"
6115,Espacio Bernabéu,1177.0,9.2,60.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 2 living rooms • 2 bathrooms • 37m²
2 beds (1 sofa bed, 1 queen)
Free cancellation
Only 2 left at this price on our site"
6116,N1 Casa de Madrid - greenpeace line,583.0,5.6,1381.0,,,"Salamanca, Madrid","Double Room with Shared Bathroom
1 king bed
Free cancellation
Only 1 room left at this price on our site"
6117,Apartamentos San Isidro,1156.0,7.9,489.0,3.0,squares,"Madrid City Center, Madrid","Apartment with Balcony
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 48m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
6118,Chueca - Pedro Zerolo by SharingCo,976.0,7.2,5.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 50m²
1 full bed"
6119,limehome Madrid Calle de Don Ramón de la Cruz,1610.0,8.6,847.0,4.0,squares,"Salamanca, Madrid","One-Bedroom Apartment L
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 34m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
6120,Estudio vanguardista- 1B- Chamberí,1056.0,7.4,10.0,3.0,squares,"Chamberi, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 35m²
1 full bed
Free cancellation"
6121,Bastardo Hostel,1305.0,8.6,5019.0,,,"Madrid City Center, Madrid","Superior Double Room
1 full bed
Only 4 rooms left at this price on our site"
6122,BNBHolder Hunky ATOCHA,946.0,8.1,19.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
Entire studio • 1 bedroom • 1 bathroom • 1 kitchen • 35m²
1 full bed"
6123,BNBHolder CALLAO es MIA,1140.0,8.9,93.0,4.0,squares,"Madrid City Center, Madrid","Deluxe Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 full bed"
6124,AP Embajadores XIII,1000.0,7.8,54.0,3.0,squares,"Arganzuela, Madrid","Deluxe Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 full beds"
6125,"Classy Studio close to Retiro Park, Madrid",1038.0,9.2,5.0,3.0,squares,"Puente de Vallecas, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6126,Hostal Paquita,580.0,7.8,1070.0,1.0,stars,"Fuencarral-El Pardo, Madrid","Double or Twin Room
Multiple bed types
Only 1 room left at this price on our site"
6127,Rooms Chima,390.0,7.3,56.0,3.0,squares,"Hortaleza, Madrid","Deluxe Double Room
2 twin beds
Free cancellation
Only 1 room left at this price on our site"
6128,Hotel Miau,1796.0,8.6,2533.0,3.0,stars,"Madrid City Center, Madrid","Twin Room
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
6129,Eric Vökel Boutique Apartments - Madrid Suites,2106.0,8.9,1636.0,4.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²
4 beds (2 twins, 1 sofa bed, 1 queen)
Only 1 left at this price on our site"
6130,Barbieri Sol Hostel,775.0,8.5,679.0,,,"Madrid City Center, Madrid","Standard Twin Room with Shared Bathroom
Multiple bed types
Only 1 room left at this price on our site"
6131,"Hotel Villa Real, a member of Preferred Hotels & Resorts",1716.0,8.9,2156.0,5.0,stars,"Madrid City Center, Madrid","Superior Double or Twin Room
Beds: 1 double or 2 twins"
6132,Puerto De la Cruz,918.0,9.2,147.0,3.0,squares,"Fuencarral-El Pardo, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 45m²
1 queen bed
Free cancellation
Only 1 left at this price on our site"
6133,AC Hotel Recoletos by Marriott,2188.0,8.6,197.0,4.0,stars,"Salamanca, Madrid","Standard room, Guest room, 1 King
1 king bed"
6134,Ever House - ALCALA CIELO 1 ROOFTOP,951.0,7.7,74.0,3.0,squares,"Ciudad Lineal, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 king, 1 sofa bed)"
6135,Madrid,686.0,7.7,41.0,,,"Madrid City Center, Madrid","Double Room with Shared Bathroom
1 full bed
Free cancellation
Only 1 room left at this price on our site"
6136,Hostal Los Arcos,641.0,6.4,1817.0,1.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 3 rooms left at this price on our site"
6137,Melia Castilla,1710.0,9.1,2023.0,4.0,stars,"Tetuan, Madrid","Deluxe Double Room
Beds: 1 double or 2 twins"
6138,Suitur Apartment Hita II Centro Madrid,860.0,6.5,23.0,,,"Madrid City Center, Madrid","Studio with Sofa Bed
Entire studio • 1 kitchen • 35m²
Free cancellation"
6139,Hostal Montaloya,1208.0,8.1,2581.0,2.0,stars,"Madrid City Center, Madrid","Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
6140,"Hotel Madrid Alameda Aeropuerto, Affiliated by Meliá",969.0,8.3,8731.0,4.0,stars,"Barajas, Madrid","Classic Room
Beds: 1 double or 2 twins"
6141,Madrid Apartaments,677.0,,,3.0,squares,"Puente de Vallecas, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
6142,Petit Palace Arenal,1336.0,8.6,4322.0,3.0,stars,"Madrid City Center, Madrid","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins"
6143,ART Coliving Madrid Centro,873.0,8.2,197.0,,,"Madrid City Center, Madrid","Double or Twin Room with Shared Bathroom
Multiple bed types
Free cancellation
Only 1 room left at this price on our site"
6144,Casa de Huéspedes Prada,753.0,7.8,659.0,1.0,stars,"Madrid City Center, Madrid","Queen Room with Shared Bathroom
1 full bed
Only 1 room left at this price on our site"
6145,Hostal El Pilar,959.0,8.1,4599.0,2.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
6146,Hostal Gran Via 44,1496.0,7.9,2159.0,2.0,stars,"Madrid City Center, Madrid","Double Room with Private Bathroom
1 full bed
Only 4 rooms left at this price on our site"
6147,Far Home Gran Vía,1214.0,8.2,2185.0,,,"Madrid City Center, Madrid","Superior Double Room
1 full bed"
6148,Carla - SVF Malasaña,522.0,,,,,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6149,Armesto Rooms,1038.0,8.9,310.0,3.0,stars,"Madrid City Center, Madrid","Double Room with Balcony
Beds: 1 double or 2 twins
Only 1 room left at this price on our site"
6150,Hostal Vara Madrid,650.0,7.4,994.0,3.0,squares,"Arganzuela, Madrid","Double Room with Private Bathroom
1 full bed
Only 4 rooms left at this price on our site"
6151,LAUREL-MintyStay Apartments 2,1236.0,8.4,10.0,4.0,squares,"Arganzuela, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 65m²
3 beds (2 twins, 1 king)
Free cancellation
Only 1 left at this price on our site"
6152,Estudios Nuevos Madrid Centro,603.0,8.8,120.0,3.0,squares,"Villaverde, Madrid","Queen Room - Disability Access
1 queen bed
Free cancellation
Only 1 room left at this price on our site"
6153,Hostal Palacios Fuencarral,889.0,7.5,2641.0,1.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed"
6154,Hermosilla rooms,340.0,6.5,223.0,,,"Salamanca, Madrid","Double Room with Shared Bathroom
1 full bed
Only 1 room left at this price on our site"
6155,Lemon Apartment & Hotels Bernabeu,964.0,9.4,68.0,4.0,squares,"Tetuan, Madrid","Deluxe One-Bedroom Apartment with City View
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Only 2 left at this price on our site"
6156,Rio by Wynwood House,1499.0,8.8,45.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 25m²
1 twin bed
Free cancellation
Only 1 left at this price on our site"
6157,Marqués de Vadillo1 Apartments,825.0,8.0,83.0,3.0,squares,"Carabanchel, Madrid","One-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 30m²
1 full bed
Free cancellation"
6158,Hostal Alfaro,1205.0,8.3,3343.0,,,"Madrid City Center, Madrid","Double Room with Two Double Beds
2 twin beds
Only 1 room left at this price on our site"
6159,Boutique Apartments in the Heart of Madrid,1584.0,7.5,869.0,3.0,squares,"Madrid City Center, Madrid","Apartment with Balcony
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)"
6160,"Radisson Blu Hotel, Madrid Prado",2188.0,8.8,2124.0,4.0,stars,"Madrid City Center, Madrid","Superior Room
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
6161,AP Embajadores XI,1000.0,7.9,37.0,3.0,squares,"Arganzuela, Madrid","Deluxe Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 50m²
2 full beds"
6162,Apartments Heart of Madrid,527.0,7.2,260.0,3.0,squares,"Madrid City Center, Madrid","Apartment - Ground Floor
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 22m²
1 full bed
Only 1 left at this price on our site"
6163,Hostal Madrid,1157.0,9.2,3310.0,3.0,stars,"Madrid City Center, Madrid","Superior Double Room with Street View
1 queen bed
Only 1 room left at this price on our site"
6164,Hostal La Zona,1081.0,8.8,1021.0,3.0,squares,"Madrid City Center, Madrid","Twin Room
2 twin beds"
6165,Aravaca Village Hotel,1004.0,8.4,1005.0,4.0,stars,"Moncloa-Aravaca, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
6166,VISTALEGRE Apartments,965.0,7.7,343.0,3.0,squares,"Carabanchel, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 25m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6167,El Pasaje,1013.0,7.8,542.0,3.0,squares,"Madrid City Center, Madrid","Double or Twin Room
Multiple bed types
Free cancellation"
6168,Minty Stay - Plaza España,1373.0,8.4,35.0,4.0,squares,"Moncloa-Aravaca, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²
4 beds (2 twins, 1 full, 1 sofa bed)"
6169,Hotel Acta Madfor,1045.0,8.4,3273.0,3.0,stars,"Moncloa-Aravaca, Madrid","Standard Double Room
Beds: 1 double or 2 twins
Only 3 rooms left at this price on our site"
6170,DoubleTree by Hilton Madrid-Prado,1904.0,8.8,302.0,4.0,stars,"Madrid City Center, Madrid","King Room
1 king bed
Only 3 rooms left at this price on our site"
6171,URBANSEA Atocha 113,1088.0,8.2,3688.0,1.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Only 1 room left at this price on our site"
6172,BNBHolder TopDesign CENTRE,1272.0,8.8,55.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 58m²
1 full bed"
6173,JL11SD Estudio Chamberi WIFI,490.0,5.0,1.0,3.0,squares,"Chamberi, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 22m²
2 beds (1 full, 1 bunk bed)
Free cancellation
No prepayment needed – pay at the property"
6174,Home42,757.0,7.1,547.0,3.0,squares,"Fuencarral-El Pardo, Madrid","Double Room
1 full bed
Free cancellation
Only 4 rooms left at this price on our site"
6175,VP Madroño,1270.0,9.2,2651.0,3.0,stars,"Salamanca, Madrid","Habitación Doble Superior Vista al Jardin
Multiple bed types"
6176,Only YOU Hotel Atocha,1800.0,9.0,7226.0,4.0,stars,"Retiro, Madrid","Deluxe Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
6177,Bright and cozy- 1D 1B- Plaza Castilla,848.0,7.0,5.0,,,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 70m²
Free cancellation"
6178,2 bedrooms 1 bathroom furnished - Lavapies - modern - MintyStay,1452.0,7.7,31.0,3.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 55m²
2 full beds
Free cancellation"
6179,Studio en el centro de Madrid,1093.0,8.4,9.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 22m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6180,Suite Prado,1579.0,8.7,1135.0,4.0,stars,"Madrid City Center, Madrid","One-Bedroom Apartment
Beds: 1 double or 2 twins
Only 4 rooms left at this price on our site"
6181,Hyatt Regency Hesperia Madrid,1934.0,8.9,783.0,5.0,stars,"Chamberi, Madrid","Deluxe Twin Room
2 twin beds
Only 4 rooms left at this price on our site"
6182,Nuevo bien comunicado 1 dormitorio,826.0,8.1,30.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
6183,Melia Madrid Princesa,1904.0,8.5,1992.0,5.0,stars,"Moncloa-Aravaca, Madrid","Twin Room
Beds: 1 double or 2 twins"
6184,2 bedroom 2 bathroom furnished - Salamanca - bright & Stylish - MintyStay,2237.0,8.7,7.0,4.0,squares,"Salamanca, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 95m²
4 beds (2 twins, 1 king, 1 sofa bed)
Free cancellation"
6185,Charming Madrid Delicias II,707.0,6.5,23.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
1 full bed"
6186,El Hostall,850.0,7.8,1238.0,2.0,stars,"Madrid City Center, Madrid","Deluxe Double Room with Balcony
1 full bed
Only 1 room left at this price on our site"
6187,Renovado dúplex en El Pilar by beBalmy,826.0,7.7,6.0,3.0,squares,"Fuencarral-El Pardo, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 45m²
3 beds (2 twins, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
6188,Numa Madrid Sol Apartments,1306.0,9.1,74.0,4.0,stars,"Madrid City Center, Madrid","Medium Studio with Kitchen
Entire studio • 1 bathroom • 1 kitchen • 21m²
1 queen bed
Only 3 left at this price on our site"
6189,CoolRooms Palacio de Atocha,2539.0,9.4,923.0,4.0,stars,"Madrid City Center, Madrid","Premium
1 king bed
Only 4 rooms left at this price on our site"
6190,Duke 5torres Apartments,1556.0,9.4,105.0,4.0,squares,"Tetuan, Madrid","Deluxe Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
6191,Retiro Apartment,1718.0,8.1,13.0,4.0,squares,"Retiro, Madrid","Apartment
Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 80m²
3 beds (1 full, 2 sofa beds)"
6192,Ekilibrio Hotel & Apart-Suites,1050.0,8.2,2230.0,4.0,stars,"Usera, Madrid","Standard Double Suite
Private suite • 1 bedroom • 1 living room • 1 bathroom • 30m²
1 full bed
Free cancellation"
6193,Colón Vistas,1260.0,9.6,7.0,3.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
3 beds (2 twins, 1 full)"
6194,Apartamentos TravelStep La Latina,582.0,6.0,144.0,3.0,squares,"Madrid City Center, Madrid","Apartment with Balcony
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 21m²
2 beds (1 full, 1 sofa bed)
Only 2 left at this price on our site"
6195,Intelier Palacio San Martin,1601.0,8.8,3684.0,4.0,stars,"Madrid City Center, Madrid","Standard Double Room
1 full bed"
6196,AP Hotel Madrid Airport,672.0,7.1,3054.0,3.0,stars,"Barajas, Madrid","Twin Room
2 twin beds"
6197,Hotel Villa de Barajas,776.0,8.2,4346.0,3.0,stars,"Barajas, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation"
6198,La Estancia de la Ilustración,1037.0,6.9,8.0,3.0,squares,"Moncloa-Aravaca, Madrid","One-Bedroom Premium Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6199,Modern Apartment I in Madrid,1124.0,6.6,5.0,4.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
2 full beds
Free cancellation"
6200,"Hotel Montera Madrid, Curio Collection By Hilton",2225.0,8.9,473.0,5.0,stars,"Madrid City Center, Madrid","King Cobalto Room
1 king bed"
6201,Apartamentos Libertad 24,2337.0,9.4,319.0,4.0,squares,"Madrid City Center, Madrid","Superior One-Bedroom Apartment with Terrace
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 90m²
2 beds (1 full, 1 sofa bed)
Only 2 left at this price on our site"
6202,Bernabeu Place en Madrid,1078.0,8.4,93.0,4.0,squares,"Chamartín, Madrid","One Bedroom Apartment VI
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
6203,"InterContinental Madrid, an IHG Hotel",1995.0,8.9,419.0,5.0,stars,"Chamberi, Madrid","Classic Room
Beds: 1 double or 2 twins"
6204,Charming Madrid Villaverde,697.0,8.7,97.0,3.0,squares,"Villaverde, Madrid","Duplex Studio
Entire studio • 1 bathroom • 20m²
3 beds (1 twin, 2 sofa beds)
Only 1 left at this price on our site"
6205,Design apartment near city center,1377.0,8.6,46.0,3.0,squares,"Puente de Vallecas, Madrid","Two-Bedroom Apartment
2 full beds
Free cancellation"
6206,Argüelles Apartment,1185.0,8.5,80.0,3.0,squares,"Moncloa-Aravaca, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6207,General Oráa - Darya Living,2148.0,8.6,306.0,4.0,squares,"Salamanca, Madrid","Apartment with Terrace
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 92m²
3 beds (1 sofa bed, 2 queens)
Free cancellation
Only 2 left at this price on our site"
6208,Dúplex Paseo de la Habana - Collection I,1444.0,8.6,18.0,4.0,squares,"Chamartín, Madrid","Deluxe Family Room
5 beds (2 twins, 3 queens)"
6209,Modern Cozy -2Bedrooms 1Bathroom-Delicias,1242.0,8.0,7.0,,,"Arganzuela, Madrid","Two-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 60m²
Free cancellation"
6210,Loft Imperial,1646.0,8.2,113.0,3.0,squares,"Arganzuela, Madrid","Loft
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 sofa bed, 1 queen)
Only 3 left at this price on our site"
6211,Dobo Homes - L35,909.0,8.0,14.0,3.0,squares,"Tetuan, Madrid","Studio
Entire studio • 1 bathroom • 18m²
1 queen bed
Free cancellation
Only 7 left at this price on our site"
6212,Charming Sol Apartment III,862.0,6.8,46.0,3.0,squares,"Madrid City Center, Madrid","Studio with Terrace
Entire studio • 1 bathroom • 16m²
1 full bed
Only 1 left at this price on our site"
6213,GuestReady - Confy Retreat in Madrid,1185.0,8.5,19.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6214,Luxury apartments in Barrio Palacio,1408.0,8.7,132.0,4.0,squares,"Madrid City Center, Madrid","Deluxe Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
6215,Piramides 2 Apartment,465.0,5.5,206.0,3.0,squares,"Arganzuela, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 20m²
1 full bed
Only 1 left at this price on our site"
6216,GuestReady - Barrio de las Letras Nest,1571.0,8.1,23.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 43m²
Free cancellation"
6217,"Apartments Plaza Mayor, Madrid Center",686.0,6.8,86.0,3.0,squares,"Madrid City Center, Madrid","Penthouse Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 20m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
6218,Riu Plaza España,1637.0,9.0,23487.0,4.0,stars,"Madrid City Center, Madrid","Deluxe Twin
2 twin beds
Breakfast included"
6219,Melia Barajas,1366.0,8.5,6977.0,4.0,stars,"Barajas, Madrid","Superior Double or Twin Room
Beds: 1 double or 2 twins"
6220,Acogedor Piso Olivar,666.0,5.9,64.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 32m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
6221,Suite Shibari by Justine Apartments Sobria Elegante y Pecaminosa Apartamento turístico en Madrid Río,885.0,9.2,23.0,3.0,squares,"Usera, Madrid","Loft
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 30m²
1 full bed"
6222,Plaza de España Skyline,2125.0,9.2,1648.0,4.0,squares,"Moncloa-Aravaca, Madrid","Suite Terrace Skyline
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 78m²
1 full bed
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site"
6223,4 bedrooms 2 bathrooms furnished - Salamanca - refurbished - MintyStay,2098.0,9.4,81.0,,,"Salamanca, Madrid","Four-Bedroom Apartment
Entire apartment • 4 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 100m²
5 beds (3 twins, 2 queens)
Free cancellation"
6224,Ever House - IFEMA Canillas,1619.0,8.9,42.0,4.0,squares,"Hortaleza, Madrid","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 75m²
5 beds (2 twins, 1 full, 1 sofa bed, 1 queen)"
6225,"Thompson Madrid, by Hyatt",2740.0,9.0,625.0,5.0,stars,"Madrid City Center, Madrid","Deluxe King Room
1 king bed
Only 1 room left at this price on our site"
6226,Charming Madrid Principe Pio,1115.0,8.3,24.0,4.0,squares,"Moncloa-Aravaca, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 70m²
2 full beds"
6227,Apartamentos Apolo,1401.0,8.7,1653.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 38m²
2 twin beds
Free cancellation
Only 1 left at this price on our site"
6228,Hostal Mendoza,1506.0,7.9,1875.0,1.0,stars,"Madrid City Center, Madrid","Twin Room
2 twin beds
Only 1 room left at this price on our site"
6229,Bright apartment-1Bedroom 1Bath-Salamanca,939.0,4.7,3.0,,,"Salamanca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6230,Ever House - CHUECA-GRAN VIA,3665.0,9.1,41.0,4.0,squares,"Madrid City Center, Madrid","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 160m²
5 beds (2 twins, 1 full, 1 king, 1 sofa bed)
Only 1 left at this price on our site"
6231,ITC Infantas by Soho Boutique,1518.0,8.2,2253.0,4.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins
Free cancellation
Only 3 rooms left at this price on our site"
6232,"S6 Apartamento nuevo, Madrid",948.0,8.7,34.0,,,"Tetuan, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6233,Posada del Dragón Boutique Hotel,1504.0,8.4,2527.0,4.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation"
6234,Alhambra Suites,1170.0,8.1,3173.0,3.0,stars,"Madrid City Center, Madrid","Double Superior
2 twin beds
Breakfast included
Only 4 rooms left at this price on our site"
6235,Rooms Aguacate,432.0,6.3,73.0,3.0,squares,"Carabanchel, Madrid","Double Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
6236,Hostal JQ Madrid 1,788.0,7.6,1361.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed
Only 3 rooms left at this price on our site"
6237,Ibis Madrid Aeropuerto Barajas,789.0,8.4,9814.0,2.0,stars,"Barajas, Madrid","Superior Double Room
1 queen bed"
6238,"Apartamento completo, Chamartín",1254.0,8.5,136.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
5 beds (1 twin, 1 full, 3 sofa beds)
Only 1 left at this price on our site"
6239,Adventure Hostel Madrid,2081.0,7.7,1819.0,,,"Madrid City Center, Madrid","8-Bed Female Dormitory Room
Shared dorm room
8 twin beds
Only 5 left at this price on our site"
6240,Casa rústica en Madrid recién reformada,1293.0,9.2,51.0,3.0,squares,"San Blas, Madrid","Four-Bedroom House
Entire vacation home • 4 bedrooms • 4 bathrooms • 1 kitchen • 140m²
4 beds (1 twin, 2 fulls, 1 king)"
6241,Hostal Asunción,1188.0,7.4,3113.0,2.0,stars,"Madrid City Center, Madrid","Double single room
1 full bed
Only 1 room left at this price on our site"
6242,Chueca II calle Barco 2BR 2BH,2043.0,9.1,31.0,4.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 57m²
2 full beds
Free cancellation"
